state_name,district_name,year,season,total_rainfall_mm,rainy_days,data_days,lpa_mm,departure_pct,anomaly_category,is_above_normal
Telangana,Wanaparthy,2022,Rabi,150.1402154831,11,132,69.62,115.67,Large Excess,1
Telangana,Wanaparthy,2022,Zaid,43.601604916999996,5,76,47.91,-8.99,Below Normal,0
Telangana,Wanaparthy,2023,Kharif,442.69236283460003,35,96,418.73,5.72,Above Normal,1
Telangana,Wanaparthy,2023,Rabi,10.9008508823,1,72,69.62,-84.34,Large Deficit,0
Telangana,Wanaparthy,2023,Zaid,112.86012434679999,6,75,47.91,135.58,Large Excess,1
Telangana,Warangal (Rural),2022,Kharif,435.180261743,27,63,435.18,0.0,Normal,0
Telangana,Warangal (Rural),2022,Rabi,58.714755831000005,4,13,58.71,0.0,Normal,0
Telangana,Warangal (Urban),2022,Kharif,432.761020965,26,63,432.76,0.0,Normal,0
Telangana,Warangal (Urban),2022,Rabi,57.248179126000004,4,13,57.25,0.0,Normal,0
Telangana,Warangal Rural,2017,Rabi,0.0,0,49,93.99,-100.0,Large Deficit,0
Telangana,Warangal Rural,2018,Kharif,636.295580439,36,89,805.52,-21.01,Large Deficit,0
Telangana,Warangal Rural,2018,Rabi,74.47814351,9,122,93.99,-20.76,Large Deficit,0
Telangana,Warangal Rural,2018,Zaid,16.321442138000002,2,65,63.63,-74.35,Large Deficit,0
Telangana,Warangal Rural,2019,Kharif,920.430890324,61,122,805.52,14.26,Above Normal,1
Telangana,Warangal Rural,2019,Rabi,282.27098155,23,143,93.99,200.32,Large Excess,1
Telangana,Warangal Rural,2019,Zaid,21.572065979999998,3,79,63.63,-66.1,Large Deficit,0
Telangana,Warangal Rural,2020,Kharif,418.102583775,23,99,805.52,-48.1,Large Deficit,0
Telangana,Warangal Rural,2020,Rabi,27.501106288000003,4,130,93.99,-70.74,Large Deficit,0
Telangana,Warangal Rural,2020,Zaid,61.249643725,4,71,63.63,-3.75,Normal,0
Telangana,Warangal Rural,2021,Kharif,1008.312983243,57,99,805.52,25.17,Large Excess,1
Telangana,Warangal Rural,2021,Rabi,160.181382254,15,135,93.99,70.42,Large Excess,1
Telangana,Warangal Rural,2021,Zaid,64.461821828,8,79,63.63,1.3,Normal,0
Telangana,Warangal Rural,2022,Kharif,796.472559737,36,57,805.52,-1.12,Normal,0
Telangana,Warangal Rural,2022,Rabi,82.4570198884,4,117,93.99,-12.27,Below Normal,0
Telangana,Warangal Rural,2022,Zaid,16.618923899,2,92,63.63,-73.88,Large Deficit,0
Telangana,Warangal Rural,2023,Kharif,1053.5311266257,47,98,805.52,30.79,Large Excess,1
Telangana,Warangal Rural,2023,Rabi,31.044483814,5,75,93.99,-66.97,Large Deficit,0
Telangana,Warangal Rural,2023,Zaid,201.5726640168,10,69,63.63,216.77,Large Excess,1
Telangana,Warangal Urban,2017,Rabi,0.0,0,48,83.22,-100.0,Large Deficit,0
Telangana,Warangal Urban,2018,Kharif,717.428444446,37,97,744.88,-3.69,Normal,0
Telangana,Warangal Urban,2018,Rabi,95.038423577,10,133,83.22,14.2,Above Normal,1
Telangana,Warangal Urban,2018,Zaid,17.034751017999998,2,73,57.79,-70.52,Large Deficit,0
Telangana,Warangal Urban,2019,Kharif,986.6632697709999,56,122,744.88,32.46,Large Excess,1
Telangana,Warangal Urban,2019,Rabi,237.332466993,17,141,83.22,185.18,Large Excess,1
Telangana,Warangal Urban,2019,Zaid,50.423094542,9,92,57.79,-12.74,Below Normal,0
Telangana,Warangal Urban,2020,Kharif,374.527163561,21,92,744.88,-49.72,Large Deficit,0
Telangana,Warangal Urban,2020,Rabi,31.519645,3,124,83.22,-62.13,Large Deficit,0
Telangana,Warangal Urban,2020,Zaid,57.031831237000006,5,75,57.79,-1.3,Normal,0
Telangana,Warangal Urban,2021,Kharif,997.048051331,42,92,744.88,33.85,Large Excess,1
Telangana,Warangal Urban,2021,Rabi,123.936936923,7,120,83.22,48.92,Large Excess,1
Telangana,Warangal Urban,2021,Zaid,24.806199573,3,73,57.79,-57.07,Large Deficit,0
Telangana,Warangal Urban,2022,Kharif,464.2209649918,26,48,744.88,-37.68,Large Deficit,0
Telangana,Warangal Urban,2022,Rabi,49.9559298824,2,111,83.22,-39.97,Large Deficit,0
Telangana,Warangal Urban,2022,Zaid,13.1382420829,1,68,57.79,-77.26,Large Deficit,0
Telangana,Warangal Urban,2023,Kharif,929.4082595699,35,100,744.88,24.77,Large Excess,1
Telangana,Warangal Urban,2023,Rabi,44.7696093633,3,74,83.22,-46.2,Large Deficit,0
Telangana,Warangal Urban,2023,Zaid,184.2788947037,11,82,57.79,218.9,Large Excess,1
Telangana,Yadadri Bhuvanagiri,2017,Rabi,0.0,0,43,86.29,-100.0,Large Deficit,0
Telangana,Yadadri Bhuvanagiri,2018,Kharif,479.524801276,39,99,577.29,-16.94,Below Normal,0
Telangana,Yadadri Bhuvanagiri,2018,Rabi,98.551001247,9,129,86.29,14.21,Above Normal,1
Telangana,Yadadri Bhuvanagiri,2018,Zaid,20.809163538,2,74,68.32,-69.54,Large Deficit,0
Telangana,Yadadri Bhuvanagiri,2019,Kharif,755.778238786,60,122,577.29,30.92,Large Excess,1
Telangana,Yadadri Bhuvanagiri,2019,Rabi,231.249885259,22,125,86.29,167.99,Large Excess,1
Telangana,Yadadri Bhuvanagiri,2019,Zaid,51.354038313,5,92,68.32,-24.83,Large Deficit,0
Telangana,Yadadri Bhuvanagiri,2020,Kharif,294.46542413,22,87,577.29,-48.99,Large Deficit,0
Telangana,Yadadri Bhuvanagiri,2020,Rabi,21.453524657,3,111,86.29,-75.14,Large Deficit,0
Telangana,Yadadri Bhuvanagiri,2020,Zaid,62.51600052,8,74,68.32,-8.49,Below Normal,0
Telangana,Yadadri Bhuvanagiri,2021,Kharif,668.7807890949999,48,94,577.29,15.85,Above Normal,1
Telangana,Yadadri Bhuvanagiri,2021,Rabi,147.962491819,13,119,86.29,71.47,Large Excess,1
Telangana,Yadadri Bhuvanagiri,2021,Zaid,48.221949672,7,70,68.32,-29.41,Large Deficit,0
Telangana,Yadadri Bhuvanagiri,2022,Kharif,765.371031889,54,103,577.29,32.58,Large Excess,1
Telangana,Yadadri Bhuvanagiri,2022,Rabi,78.0532984455,10,124,86.29,-9.55,Below Normal,0
Telangana,Yadadri Bhuvanagiri,2022,Zaid,52.20570187,3,72,68.32,-23.58,Large Deficit,0
Telangana,Yadadri Bhuvanagiri,2023,Kharif,499.8467179169,38,97,577.29,-13.42,Below Normal,0
Telangana,Yadadri Bhuvanagiri,2023,Rabi,26.762283542,2,74,86.29,-68.99,Large Deficit,0
Telangana,Yadadri Bhuvanagiri,2023,Zaid,174.7913090111,10,71,68.32,155.86,Large Excess,1
